"day","area","area_id","latitude","longitude","unique_users"
2022-01-06,"Adda Martesana",100001,5050171.18121141,541223.862031536,311641.333333333
2022-01-06,"Agrate Brianza",108001,5047019.10577627,527381.4061614,11675.3333333333
2022-01-06,"Albavilla",13003,5072190.10196782,514646.344005163,2319.33333333333
2022-01-06,"Alta Val Camonica",100002,5103183.58479817,603619.492035382,18174
2022-01-06,"Alta Valtellina",100003,5152055.70628961,590475.999207332,44808.6666666667
2022-01-06,"Alto milanese",100004,5048679.74893391,490021.744499627,190314.333333333
2022-01-06,"Aprica",14004,5111658.00882182,588929.533581862,3770.33333333333
2022-01-06,"Arcore",108004,5052606.91303028,525058.679191802,15024.3333333333
2022-01-06,"Assago",15011,5027973.78706775,510277.955570607,9919
2022-01-06,"Bagnatica",16018,5056666.80369908,560847.417986092,5652.66666666667
2022-01-06,"Bagolino",17010,5075484.54661869,613621.759162633,4717.33333333333
2022-01-06,"Baranzate",15250,5041467.04709408,509134.815350579,6191.33333333333
2022-01-06,"Basiglio",15015,5021751.62291378,512880.428181061,6322
2022-01-06,"Bassa Valtellina",200001,5126676.4230564,564967.541363986,57697
2022-01-06,"Bellagio-Oliveto Lario",13250,5086052.16816451,520845.725890299,1551.33333333333
2022-01-06,"Bellano-Perledo",97008,5096552.60749212,522309.987826649,4879.66666666667
2022-01-06,"Bergamo",16,5067287.42793961,558656.382772464,832868
2022-01-06,"Bergamo",16024,5067287.42793961,558656.382772464,89542
2022-01-06,"Binasco",15024,5019833.94218753,507834.850424013,8006.66666666667
2022-01-06,"Bollate",15027,5043244.51354304,509179.347238014,27060
2022-01-06,"Borgo Virgilio",20071,4994289.25656644,640532.538808696,8622.66666666667
2022-01-06,"Bormio",14009,5147101.00405533,605348.130350529,5666.66666666667
2022-01-06,"Brembate",16037,5050192.80058632,543327.159446007,5976.66666666667
2022-01-06,"Brescia",17,5070546.4172585,610845.940224952,982499.666666667
2022-01-06,"Brescia",17029,5070546.4172585,610845.940224952,155259.333333333
2022-01-06,"Bresso",15032,5042651.07130136,514753.713774894,15839
2022-01-06,"Busto Arsizio",12026,5050942.62227033,488446.669745315,60903
2022-01-06,"Cambiago",15044,5046644.566952,533304.911706607,5259.33333333333
2022-01-06,"Campodolcino",14012,5138871.94116921,527154.033442267,1746.66666666667
2022-01-06,"Cardano Al Campo",12032,5054710.61324685,482271.871973483,9488.66666666667
2022-01-06,"Carpiano",15050,5020820.96171291,521367.775895724,3902.66666666667
2022-01-06,"Casalmaggiore",19021,4982412.37582736,611577.698700174,16979
2022-01-06,"Caspoggio",14013,5123809.11560252,566576.020136841,1150.66666666667
2022-01-06,"Cassano D'Adda",15059,5041554.31009362,540723.393971418,21967.3333333333
2022-01-06,"Castenedolo",17043,5036158.48690832,601483.700804724,7343.66666666667
2022-01-06,"Castiglione Delle Stiviere",20017,5027318.15907584,616547.793830234,14035.6666666667
2022-01-06,"Castione Della Presolana",16064,5084286.02768149,580280.411482419,7883
2022-01-06,"Castronno-Brunello",12047,5067189.8943576,485151.371124831,6344.66666666667
2022-01-06,"Cavenago Di Brianza",108017,5048014.78130679,532456.478539766,3599.66666666667
2022-01-06,"Centro Valle Intelvi",13254,5088545.40172028,504940.00041637,4095.33333333333
2022-01-06,"Cernobbio-Moltrasio",13065,5077138.06344677,506469.772152974,6721.66666666667
2022-01-06,"Cernusco Sul Naviglio",15070,5041278.06359903,525842.86731051,30702.6666666667
2022-01-06,"Cerro Maggiore",15072,5048831.13387201,496208.69366456,11438.6666666667
2022-01-06,"Cesano Maderno",108019,5052771.31499025,511439.114098761,35964
2022-01-06,"Chiavenna",14018,5129656.08526541,530678.09687926,7846.66666666667
2022-01-06,"Chiesa In Valmalenco",14019,5123740.57768586,565476.990661387,4947.66666666667
2022-01-06,"Cinisello Balsamo",15077,5045034.18125727,516717.026908413,55563.3333333333
2022-01-06,"Clusone",16077,5081940.75779939,573683.393122867,14177
2022-01-06,"Colico",97023,5109260.68514978,528874.538893343,10828
2022-01-06,"Cologno Monzese",15081,5041706.42092303,521725.790902128,36189
2022-01-06,"Como",13,5087333.7368626,511581.777058834,447153.666666667
2022-01-06,"Como",13075,5087333.7368626,511581.777058834,70706.3333333333
2022-01-06,"Concorezzo",108021,5048514.09450035,526204.842725119,9762
2022-01-06,"Corbetta",15085,5034715.27638179,493753.092710873,14999.3333333333
2022-01-06,"Cornaredo",15087,5038684.03650626,502011.392602302,13436.6666666667
2022-01-06,"Corteno Golgi",17063,5113264.96029823,595994.773223533,5458.33333333333
2022-01-06,"Crema",19035,5023487.11442057,553839.086670176,29074.3333333333
2022-01-06,"Cremona",19,5008009.13512504,581419.807309953,270777.333333333
2022-01-06,"Cremona",19036,5008009.13512504,581419.807309953,52670.6666666667
2022-01-06,"Cusago",15097,5032703.17469413,502698.862789512,5220
2022-01-06,"Dalmine",16091,5055028.52313295,546903.37155864,18980
2022-01-06,"Darfo Boario Terme",17065,5081779.908133,591616.37721385,28953.3333333333
2022-01-06,"Dervio",97030,5102600.54137087,523547.730911731,4080
2022-01-06,"Desenzano Del Garda",17067,5036258.24438915,620297.696327753,33594
2022-01-06,"Desio",108023,5051661.63369384,516226.011712425,31348.6666666667
2022-01-06,"Domaso-Vercana",13089,5110883.71328609,525652.4149119,2223
2022-01-06,"Dongo",13090,5107744.55819955,521561.851771216,4314.33333333333
2022-01-06,"Erba",13095,5072929.21808431,516836.889682688,18876
2022-01-06,"Erbusco",17069,5049899.23848506,575823.533483341,6735.33333333333
2022-01-06,"Ferno",12068,5051207.38194459,480862.424135001,7306
2022-01-06,"Gallarate",12070,5056281.42893266,483889.273673302,43912
2022-01-06,"Garbagnate Milanese",15105,5047079.47166574,506243.388251051,20808.3333333333
2022-01-06,"Garbagnate Monastero",97037,5068854.22325477,523546.694046244,3442.66666666667
2022-01-06,"Gardone Riviera",17074,5052875.45338385,621550.839686897,2044.66666666667
2022-01-06,"Gargnano",17076,5060744.11014791,629530.030270797,4419
2022-01-06,"Grandate",13110,5069070.23492301,504496.634082058,3070
2022-01-06,"Grandola Ed Uniti-Carlazzo",13111,5097695.01616065,515839.823258551,5535.66666666667
2022-01-06,"Grassobbio",16117,5056218.83638822,556336.535464602,4933.66666666667
2022-01-06,"Gravedona Ed Uniti",13249,5111583.06256129,514236.021293448,4488.33333333333
2022-01-06,"Guardamiglio",98029,4995383.97802758,553475.378266884,3823
2022-01-06,"Idro",17082,5065972.56398481,615009.463721405,2378
2022-01-06,"Iseo",17085,5056787.17753687,581706.217183796,8916.66666666667
2022-01-06,"Lago Maggiore",200006,5088678.73697572,471647.623850378,84112
2022-01-06,"Lago d'Iseo",200005,5065593.3102887,583308.713112292,93885.6666666667
2022-01-06,"Lago di Como",200002,5093165.9544575,520513.391085809,226919.666666667
2022-01-06,"Lago di Garda",200003,5057925.03110847,631354.318080054,159496.666666667
2022-01-06,"Lago di Varese",200004,5073626.73256714,479541.315165458,104709.333333333
2022-01-06,"Lainate",15116,5046377.02647528,502111.743812474,20020.3333333333
2022-01-06,"Laveno-Mombello",12087,5084065.5456961,469906.270385216,10797.3333333333
2022-01-06,"Lecco",97,5083080.37300598,531961.136257473,260436.333333333
2022-01-06,"Lecco",97042,5083080.37300598,531961.136257473,42671.3333333333
2022-01-06,"Legnano",15118,5049014.78838078,493617.018983718,45680
2022-01-06,"Lezzeno",13126,5087963.30464965,515045.382336168,845
2022-01-06,"Lierna-Varenna",97043,5088387.04146359,523439.417930113,1378.33333333333
2022-01-06,"Limbiate",108027,5049435.75585828,509314.853261937,29608
2022-01-06,"Limone Sul Garda",17089,5074954.64099276,639185.845704661,3104.66666666667
2022-01-06,"Lissone",108028,5050831.10941486,518779.196705584,32234
2022-01-06,"Livigno",14037,5154471.8811581,587105.551424896,16225
2022-01-06,"Lodi",98,5012096.91096234,538575.203893491,173767
2022-01-06,"Lodi",98031,5012096.91096234,538575.203893491,31145
2022-01-06,"Lomazzo",13133,5060544.90510151,502830.141273247,11359.3333333333
2022-01-06,"Lonate Pozzolo-Vizzola Ticino",12090,5050475.85956967,477451.145494609,10354.3333333333
2022-01-06,"Lonato Del Garda",17092,5035239.88655219,616061.713821812,17046.6666666667
2022-01-06,"Lovere",16128,5074264.1822823,583530.365700153,7271.33333333333
2022-01-06,"Luino",12092,5093959.09020842,479860.003473147,15003.3333333333
2022-01-06,"Maccagno Con Pino E Veddasca",12142,5102258.71894001,482709.790649456,2678.66666666667
2022-01-06,"Madesimo",14035,5142587.47552373,527533.84487073,2769
2022-01-06,"Malgrate",97045,5077739.07201695,529137.232202455,2814.33333333333
2022-01-06,"Mandello Del Lario",97046,5085117.80694366,524763.284417531,5825.66666666667
2022-01-06,"Manerba Del Garda",17102,5045158.84782622,621090.86645269,5358.66666666667
2022-01-06,"Mantova",20,5003111.5354405,631299.090911541,308818
2022-01-06,"Mantova",20030,5003111.5354405,631299.090911541,36930
2022-01-06,"Marone",17106,5065307.20402905,585094.150468886,4028.33333333333
2022-01-06,"Media Valtellina",100006,5037792.50309595,514240.156821128,70199.6666666667
2022-01-06,"Menaggio",13145,5096273.40943823,518495.954630341,1915.33333333333
2022-01-06,"Milano",15,5034536.0955413,514824.931817991,2525712.33333333
2022-01-06,"Milano",15146,5034536.0955413,514824.931817991,1167656
2022-01-06,"Moniga Del Garda",17109,5042815.08946707,620064.77808163,1980
2022-01-06,"Montano Lucino",13154,5070752.67020891,502139.018375914,3705
2022-01-06,"Montichiari",17113,5030014.02220261,608811.862664582,20806.6666666667
2022-01-06,"Monza",108033,5054037.18639561,521730.249808967,108648
2022-01-06,"Monza e della Brianza",108,5054037.18639561,521730.249808967,660968.666666667
2022-01-06,"Monzambano",20036,5027240.10937263,632488.110506993,3462.33333333333
2022-01-06,"Mozzo",16143,5060749.78669802,547384.483518008,6406.66666666667
2022-01-06,"Novate Milanese",15157,5042022.89028866,510988.793597245,17080.6666666667
2022-01-06,"Novedrate",13163,5060606.28392403,509380.872931808,2295.33333333333
2022-01-06,"Olgiate Olona",12108,5053056.28059013,491413.594756762,12742.3333333333
2022-01-06,"Orio Al Serio",16150,5058308.64503403,553969.220710826,3229
2022-01-06,"Orzivecchi",17126,5030131.88028587,575242.211549637,1707
2022-01-06,"Ospedaletto Lodigiano",98043,5001861.40583182,545473.248881328,3287
2022-01-06,"Ossona",15164,5039191.24711145,492287.068855748,4812
2022-01-06,"Padenghe Sul Garda",17129,5040664.83773768,617668.148501012,4905.66666666667
2022-01-06,"Paderno Dugnano",15166,5046495.64503258,513201.717495858,37406.3333333333
2022-01-06,"Pavia",18,4987053.73088993,510855.760034961,422560.333333333
2022-01-06,"Pavia",18110,4987053.73088993,510855.760034961,63160.6666666667
2022-01-06,"Peschiera Borromeo",15171,5030972.07481196,524364.197581721,22262.3333333333
2022-01-06,"Pieve Emanuele",15173,5022508.87392329,515827.471291855,12881.6666666667
2022-01-06,"Ponte Di Legno",17148,5123886.79241761,616273.19775425,6947.66666666667
2022-01-06,"Ponte San Pietro",16170,5060634.45933697,545717.146048034,12814.6666666667
2022-01-06,"Ponti Sul Mincio",20044,5030161.82850448,632020.901497128,1470.66666666667
2022-01-06,"Porlezza",13189,5098062.10862708,509161.368592663,6726.66666666667
2022-01-06,"Pozzolengo",17151,5029344.50305167,627665.704104225,4590.33333333333
2022-01-06,"Pusiano-Eupilio",13193,5072035.85108698,520984.418014952,1348.66666666667
2022-01-06,"Rezzato",17161,5040921.90579757,602856.182928411,11215
2022-01-06,"Rho",15182,5041705.6143153,503245.289573492,39495.3333333333
2022-01-06,"Riva Di Solto",16180,5069399.12524362,580743.989063816,1028
2022-01-06,"Rodengo Saiano",17163,5049943.33835265,586529.119088454,9431.66666666667
2022-01-06,"Rozzano",15189,5025509.59135894,512097.953313316,28397.6666666667
2022-01-06,"Salò",17170,5051360.74323132,618535.490116057,12236.3333333333
2022-01-06,"San Donato Milanese",15192,5029430.27150737,521253.902896343,27150.6666666667
2022-01-06,"San Felice Del Benaco",17171,5049615.87975796,621039.309758994,2190
2022-01-06,"San Giorgio Bigarello",20057,5004709.59317128,647061.449227603,10376.6666666667
2022-01-06,"San Martino In Strada",98048,5013250.49395283,541419.942582691,3504.33333333333
2022-01-06,"San Pellegrino Terme",16190,5076333.33295315,551621.074962806,6617
2022-01-06,"San Siro",13248,5036082.09864173,509688.647262948,1486.33333333333
2022-01-06,"San Vittore Olona",15201,5048062.64442825,495529.865369184,6979
2022-01-06,"Sarnico",16193,5057850.60573232,575049.03127081,11891.3333333333
2022-01-06,"Saronno",12119,5052459.61882006,502909.845534985,42122.6666666667
2022-01-06,"Segrate",15205,5037509.48063068,523037.150285932,29784
2022-01-06,"Sesto Calende",12120,5063442.77917475,471547.330489959,13346
2022-01-06,"Sesto San Giovanni",15209,5042492.56973203,518555.471491043,52770
2022-01-06,"Settala",15210,5033667.38185542,530629.505106631,5853.33333333333
2022-01-06,"Settimo Milanese",15211,5036217.30588688,504273.580287895,8912.33333333333
2022-01-06,"Sirmione",17179,5036293.04564714,625683.12475954,10858
2022-01-06,"Soiano Del Lago",17180,5042696.04941968,618122.086999487,1441.33333333333
2022-01-06,"Solbiate Olona",12122,5055320.65478511,491253.875859029,5160.33333333333
2022-01-06,"Somma Lombardo",12123,5058938.27670522,477190.180550194,16235
2022-01-06,"Sondrio",14,5130745.76487573,596872.346276246,193106.333333333
2022-01-06,"Sondrio",14061,5130745.76487573,596872.346276246,26667
2022-01-06,"Stezzano",16207,5055522.32523224,550919.60104809,8673.33333333333
2022-01-06,"Tavernola Bergamasca-Predore",16211,5059474.27464441,581274.601165266,1930
2022-01-06,"Teglio",14065,5113783.48436849,582140.891054568,5566.33333333333
2022-01-06,"Temù",17184,5122733.78755044,613261.139289664,2999
2022-01-06,"Tignale",17185,5066577.53736394,633943.341576721,768
2022-01-06,"Toscolano-Maderno",17187,5054707.35454985,625469.400559685,7542.66666666667
2022-01-06,"Tremezzina-Griante",13252,5093956.03064326,517042.347867946,5118.66666666667
2022-01-06,"Tremosine Sul Garda",17189,5070120.83864807,636901.370927656,630.333333333333
2022-01-06,"Trezzano Sul Naviglio",15220,5029412.67151875,505559.237384067,20340.3333333333
2022-01-06,"Turate",13227,5055694.83752123,500178.193500174,10637.3333333333
2022-01-06,"Val Masino",14074,5121539.72814637,549174.081971952,830
2022-01-06,"Valbondione",16223,5098338.36856968,577837.551681032,1210
2022-01-06,"Valchiavenna",200009,5119468.39308293,533361.698028178,19302
2022-01-06,"Valdidentro",14071,5151402.590707,599029.321188994,4026.66666666667
2022-01-06,"Valdisotto",14072,5142188.74380507,604299.529809298,2408.33333333333
2022-01-06,"Valfurva",14073,5141454.74463292,616240.614369059,2836
2022-01-06,"Valsassina",200010,5077054.25285137,531841.045792912,24114.6666666667
2022-01-06,"Varedo",108045,5049334.18682463,512189.560001991,12710.3333333333
2022-01-06,"Varese",12,5076268.95750936,480907.117473235,710378.333333333
2022-01-06,"Varese",12133,5076268.95750936,480907.117473235,76833
2022-01-06,"Verdellino",16232,5050138.95466316,548007.695804447,5109.66666666667
2022-01-06,"Vergiate",12138,5063522.37708833,476190.346997535,9259.33333333333
2022-01-06,"Vezza D'Oglio",17198,5121689.54571303,607914.095640758,3006.66666666667
2022-01-06,"Vigevano",18177,5018186.25179196,488917.394037325,41820
2022-01-06,"Vimercate",108050,5051224.14539946,528853.216959547,18169.3333333333
2022-01-06,"Vione",17202,5122665.00610737,611554.0198317,730.333333333333
2022-01-06,"Volta Mantovana",20070,5019983.084528,630039.093304153,10963.3333333333
