"","mesh_nodes_x",""
"1"," 8.601599998787563","45.099366901560970"
"2"," 8.574299999999999","45.133141890808560"
"3"," 8.492399998787565","45.166916882056157"
"4"," 8.519699998787564","45.200691873803748"
"5"," 8.465099998787565","45.268241854298935"
"6"," 8.547000000000001","45.369566828041719"
"7"," 8.710799998787564","45.369566827541718"
"8"," 8.792699998787562","45.403341818289306"
"9"," 8.628899998787565","45.605991761774867"
"10"," 8.656199998787566","45.639766753522458"
"11"," 8.601599999999999","45.707316733517651"
"12"," 8.519699998787564","45.741091724765241"
"13"," 8.519699998787564","45.876191687755615"
"14"," 8.574299999999999","45.943741670750804"
"15"," 8.628899998787565","45.943741670250795"
"16"," 8.710799998787564","46.045066642493573"
"17"," 8.683499998787564","46.078841632241172"
"18"," 8.710799998787564","46.135133284487168"
"19"," 8.819999999999999","46.112616624488766"
"20"," 8.874600001212436","46.045066641493577"
"21"," 8.847300001212435","46.011291651745985"
"22"," 8.956500001212435","45.876191688755611"
"23"," 9.011099998787564","45.876191688755611"
"24"," 8.929199998787563","45.977516659998393"
"25"," 9.065700000000000","46.146391615236361"
"26"," 9.120299998787562","46.146391614736359"
"27"," 9.256799998787564","46.315266568474321"
"28"," 9.256799998787564","46.382816549969505"
"29"," 9.202199998787565","46.450366530464699"
"30"," 9.256800000000000","46.517916513459880"
"31"," 9.475199999999999","46.517916513459880"
"32"," 9.475200001212436","46.450366531464695"
"33"," 9.584400001212435","46.315266568474321"
"34"," 9.693599998787564","46.315266568474321"
"35"," 9.748199999999999","46.382816550469506"
"36"," 9.857399998787564","46.382816549969505"
"37"," 9.939299999999999","46.416591541217102"
"38","10.021200000000000","46.382816550469506"
"39","10.075799998787565","46.315266567474325"
"40","10.130399998787565","46.382816549969505"
"41","10.048499998787564","46.416591539717103"
"42"," 9.993899998787564","46.484141521212287"
"43","10.103100000000000","46.619241485702659"
"44","10.239599999999999","46.653016476450254"
"45","10.294200001212435","46.585466494455069"
"46","10.403400000000000","46.585466494955071"
"47","10.458000001212437","46.517916512959879"
"48","10.567200000000000","46.517916513459880"
"49","10.676400001212436","46.382816548969508"
"50","10.621799999999999","46.382816548469506"
"51","10.567200001212436","46.315266568474321"
"52","10.621800001212435","46.247716585979134"
"53","10.567200001212436","46.180166605483947"
"54","10.594500001212435","46.146391613736355"
"55","10.512600001212435","46.045066642493573"
"56","10.512600001212435","45.842416698008016"
"57","10.676399998787565","45.842416698008016"
"58","10.703700000000000","45.876191689255613"
"59","10.812899999999999","45.876191689255613"
"60","10.867500001212436","45.808641706260424"
"61","10.731000001212436","45.639766752522462"
"62","10.649100001212435","45.605991762774863"
"63","10.649100001212435","45.470891799784496"
"64","10.731000000000000","45.437116809536903"
"65","10.731000001212436","45.369566827541718"
"66","10.812899999999999","45.335791837294131"
"67","10.867500001212436","45.268241855298939"
"68","10.949400001212435","45.234466864551344"
"69","11.004000000000000","45.234466865051346"
"70","11.085900001212435","45.133141892308565"
"71","11.195100000000000","45.133141892808567"
"72","11.277000001212439","45.031816920065786"
"73","11.358900001212442","44.998041929318191"
"74","11.413499999999999","44.998041929818193"
"75","11.468086000000000","44.930500000000002"
"76","10.976699999999999","44.930491946323002"
"77","10.949400001212435","44.896716956075416"
"78","10.840199998787565","44.896716956075416"
"79","10.812899999999999","44.930491946323002"
"80","10.649099999999999","44.930491946323002"
"81","10.621800001212435","44.896716956075416"
"82","10.457999998787564","44.896716956075416"
"83","10.403400000000000","44.964266937070597"
"84","10.294199998787565","44.964266937570599"
"85","10.266900000000000","44.998041927818193"
"86","10.048499998787564","44.998041928318194"
"87"," 9.993899998787564","45.065591909813378"
"88"," 9.884700000000000","45.065591909313376"
"89"," 9.857400001212435","45.031816919065783"
"90"," 9.693599998787564","45.031816919065783"
"91"," 9.666300000000000","45.065591909313376"
"92"," 9.447899999999999","45.065591909313376"
"93"," 9.311400001212435","44.896716957075412"
"94"," 9.393300001212435","44.862941965327821"
"95"," 9.393300001212435","44.795391983832630"
"96"," 9.338700001212434","44.727842003337443"
"97"," 9.366000001212436","44.694067011589851"
"98"," 9.338700001212434","44.660292020842263"
"99"," 9.174899998787565","44.660292020842263"
"100"," 9.174899998787565","44.727842003337443"
"101"," 9.120299999999999","44.795391983332628"
"102"," 9.065699998787563","44.795391983832630"
"103"," 8.929200000000000","44.964266937070597"
"104"," 8.847299999999999","44.998041927818193"
"105"," 8.628899998787565","44.998041928318194"
"106"," 8.574313999999998","45.065590000000000"
"107","11.222400000606221","44.930491946573007"
"108"," 8.656200000404141","45.054333580230846"
"109"," 8.671773233365352","45.150822515254646"
"110"," 8.547000000000001","45.166916882556151"
"111"," 8.710799998787563","45.504666790032090"
"112"," 9.256800000000000","44.660292020842263"
"113"," 8.997449999393780","44.879829460451617"
"114"," 8.601599998383401","45.887450019171489"
"115"," 8.756299999236617","46.086347187148036"
"116"," 8.997449999393782","46.061954137617377"
"117"," 9.775499999999999","45.031816919065783"
"118","10.348799999797928","45.009300257650722"
"119","10.551626764152841","44.948172570269094"
"120","10.894800000000000","44.941750276238878"
"121","11.345250000909331","44.930491946698012"
"122","10.976700001847128","45.165330625126352"
"123","10.758299999999998","45.831158366925493"
"124","10.632650001212436","46.436943136706034"
"125","10.497026761036325","46.128710989005043"
"126"," 8.612564228005475","45.171438452844008"
"127"," 8.983799999999999","45.807055450615842"
"128"," 9.256800000000000","44.739100334419973"
"129"," 8.805440000558983","46.051071085740411"
"130"," 9.816450000606217","45.071221074021310"
"131","11.406675001060888","44.930491946760512"
"132"," 8.575457817288282","45.201169350120068"
"133"," 9.311400000000010","44.694067012089853"
"134"," 8.667797573407476","45.233289208474517"
"135"," 8.546640589246266","45.256835306884149"
"136"," 8.764360000092335","45.997888877292091"
"137"," 9.861330992140111","45.145785063734316"
"138"," 9.734549999393781","45.071221074021310"
"139"," 9.686454461115259","45.154826792412500"
"140"," 8.738099999393782","44.998041928068190"
"141"," 8.580366667549812","45.808641706260431"
"142","10.279908921701624","45.107375454293908"
"143","10.487864315790608","45.055919838826739"
"144","10.825908921595810","45.039825473096258"
"145","10.799250001212437","45.724204229391447"
"146","10.496125172748840","46.423287879093792"
"147"," 8.506049999393781","45.318904341170324"
"148"," 8.754955394328972","45.881027723594272"
"149"," 9.775499999999999","45.127970174547059"
"150","10.960111319510576","45.026539063525924"
"151"," 8.601997343388083","45.313111314644253"
"152"," 8.901900001212432","45.943741670250802"
"153"," 8.972073237694303","45.084858794259716"
"154"," 9.311399999595855","44.829166974580225"
"155"," 9.387699999999999","46.517916513459880"
"156"," 9.406949999545340","46.349041559221909"
"157","10.649099999999999","45.403341817789311"
"158","10.688126764152843","45.248974972137830"
"159"," 9.939299999595855","46.349041559221916"
"160","10.171349997726692","46.501029018773579"
"161"," 8.726373238963674","45.588311137043554"
"162"," 9.093000000606221","44.862941965677820"
"163"," 9.092999998181341","46.078841633991175"
"164","10.848147967556372","45.176749941287980"
"165","10.404410122726739","46.243294366096471"
"166"," 8.835573236481849","45.282749961100194"
"167"," 9.169033268392679","45.807055450615842"
"168","10.635035110049252","45.036855294058093"
"169","10.646770152412422","45.676424185709372"
"170"," 8.852877092119542","45.817997117713510"
"171"," 9.781682306720544","45.227172592356709"
"172","10.481453523976715","45.437116810322131"
"173","10.638135772896893","45.322227120743712"
"174"," 9.830099999326428","46.281491577060052"
"175"," 9.203109999797569","44.849056690482620"
"176"," 9.079349997844560","44.969896101272973"
"177"," 9.079350001383423","45.971887495713538"
"178"," 9.274296472011685","46.078048502991045"
"179","10.554477232774424","45.749024902118556"
"180"," 8.810808071443892","45.697201636597420"
"181","10.486149446228614","45.638477494344883"
"182"," 9.311399998787568","46.450366531464695"
"183","11.140500001414511","45.043075250509425"
"184","10.348800001212437","46.517916512959886"
"185","10.297223688744825","46.067169488107545"
"186"," 8.786471590254818","45.092491837698645"
"187","10.138684613372282","45.080266757534453"
"188","10.999412868682663","45.094044001545214"
"189"," 8.926176312496068","45.526769635896059"
"190","10.513023872283496","46.247541785492992"
"191","10.244941582673839","46.290547076274265"
"192"," 8.788118371106982","45.194966447196833"
"193","10.545271538058877","45.369566826173525"
"194","10.481333076184979","45.222300877396648"
"195"," 9.638999999999999","46.176994089124342"
"196","10.409275747865879","46.077813519809766"
"197"," 8.814124252705209","45.537413667598280"
"198","10.453241234933898","46.316859186533449"
"199","10.579463487009635","45.256468827658537"
"200","10.360673919553445","45.329743378367858"
"201"," 9.638999999999999","46.251630338416575"
"202","10.388335290848351","46.160276300425380"
"203","10.512600001212435","45.943741670250795"
"204"," 8.857834047640438","45.465940778888609"
"205"," 8.886161424264653","45.618087980979205"
"206","10.348178834770273","46.307389042877951"
"207","10.487978010886676","45.301543571447304"
"208","10.594776010917135","45.145051716165078"
"209","10.444339891761629","45.370071762826321"
"210","10.311349444953819","45.446395766197092"
"211"," 9.453766727494081","46.214312213770455"
"212"," 9.750552176257525","46.214312213770455"
"213","10.292789958752950","46.212018385393499"
"214"," 8.951031541620797","45.367877196259705"
"215","10.387298234702982","46.388038093299606"
"216"," 9.787392724381712","46.054402269299693"
"217","10.133531874644953","46.209211098870611"
"218","10.419295901996176","45.994404156372184"
"219"," 8.972783374480111","45.450051285034860"
"220","10.403400001212429","46.458323537634342"
"221","10.273043782335693","46.439945692737226"
"222"," 9.737400431016617","46.130646190738609"
"223"," 9.940615181297067","46.157106503142472"
"224","10.385071963160222","45.893079184129405"
"225"," 9.165848244509531","45.381421384176114"
"226","10.275886023179501","46.363625122488202"
"227"," 9.573173362294579","46.029222412203382"
"228"," 9.858113471406789","46.206948943055849"
"229"," 9.845056150794830","46.120176763169709"
"230"," 9.055765779433548","45.396288373699022"
"231"," 9.139880504373872","45.547425791590513"
"232"," 9.675311626851681","46.063391252433625"
"233"," 9.978720727975153","46.249045428025966"
"234"," 9.979464483310014","46.014274267928755"
"235"," 9.073909912401911","45.249464991419117"
"236"," 9.037106682293857","45.515570696588100"
"237"," 9.130334401974313","45.462625465996290"
"238"," 9.709043193343486","45.916976141930000"
"239"," 9.935521432259179","46.082287925418349"
"240"," 9.093826103494926","45.324704391497505"
"241"," 9.034002658667772","45.621193978308725"
"242"," 9.345566070378748","45.492938053003776"
"243"," 9.721085060027496","45.993581571618250"
"244","10.098559389911511","46.094782031996729"
"245"," 9.270598188391057","45.261866182458398"
"246"," 9.231965432759258","45.499462643610777"
"247"," 9.859732428413775","45.943676356861928"
"248"," 9.194618686107301","45.311092030358509"
"249"," 9.341122227834296","45.371933048480187"
"250"," 9.304958570492193","45.640045056807189"
"251"," 9.240705937562360","45.577106651828743"
"252"," 9.164814550174034","45.664837711770488"
"253"," 9.557099999999998","45.123954137641796"
"254","10.697127775570795","45.761731995975197"
"255","10.783732767443080","45.230491562637511"
"256","10.708157829256404","45.166441841533626"
"257"," 8.718729895405662","45.781991029612797"
"258"," 9.199449209579845","44.939897988815723"
"259","10.594500000000000","45.842416698008016"
"260"," 8.907149444316309","45.744218327042638"
"261"," 9.037891973901973","45.718119920160113"
"262","10.554667374715914","45.682917656165692"
"263","10.450336732334890","45.715818315315531"
"264","10.276297573496324","45.631800717538098"
"265","10.379905272107317","45.656278068283136"
"266","10.267353196252737","45.775230727020592"
"267","10.373151349605230","45.546749968434654"
"268","10.300143667661748","45.704416714256496"
"269","10.108001238764162","45.698303392053745"
"270","11.099550000303111","44.930491946448008"
"271","11.201779788290882","44.994329075043566"
"272"," 8.877375544589212","45.065142957868041"
"273"," 8.893554618830215","45.151384762628396"
"274"," 9.017257435299975","45.168971858060104"
"275","10.157699999393783","44.998041928068190"
"276","10.223627678403156","45.055730442183055"
"277","10.040817006383456","45.201165947460417"
"278"," 8.850279718690750","45.886261576324515"
"279"," 8.795742648600323","45.632014580839709"
"280","10.182075920852158","46.436408337306773"
"281","10.280967885890751","45.964630665070530"
"282","10.034958070197765","46.187154953643528"
"283","10.067638471760677","46.251955106857451"
"284","10.155285386976033","46.273605999388536"
"285"," 9.564731438801680","45.304722162806236"
"286"," 9.121330560767490","45.609492405761415"
"287"," 9.263335246692629","45.734487435071649"
"288"," 9.407143643102678","45.185802983522201"
"289","10.786687706565294","45.112459268170731"
"290","10.892479131844325","45.099885439190793"
"291","10.689533351104522","45.096484602912398"
"292"," 8.674898437790972","45.843069510594248"
"293"," 8.805658839833537","45.762251887582238"
"294"," 9.379650000606215","44.981154433194391"
"295"," 8.951142174977644","45.676527356249274"
"296"," 9.076416634196340","45.782935179398045"
"297"," 9.152756656304556","45.736160996767019"
"298","10.396438130747958","45.800453903166584"
"299"," 9.147056414554710","45.085148969570952"
"300"," 8.948693199141280","45.244010880425989"
"301","10.055625722470738","45.126622384551041"
"302","10.177627791100369","45.177010335917885"
"303"," 9.962144652162216","45.155169740082151"
"304"," 9.918425028334548","45.250647149109128"
"305","10.182512010774753","46.024521026632144"
"306","10.254607814352514","45.870647795136492"
"307"," 9.586980258087481","45.213776741982535"
"308"," 9.518535305049364","45.739971010667944"
"309"," 9.463573274548709","45.131933611169863"
"310"," 9.347342849364068","45.111828122475480"
"311"," 9.294309721988832","45.183021123642519"
"312"," 9.178333811238785","45.206467807586279"
"313"," 9.242222901969576","45.117550503986315"
"314"," 9.245092973447312","45.025744461438322"
"315"," 9.059486345861480","45.109149605055528"
"316"," 9.047938712265704","45.037959632650768"
"317"," 8.920890154607006","45.306223087386506"
"318"," 8.858977249243560","45.356252003940995"
"319","10.325162016930131","45.214430124375568"
"320","10.155515949739446","45.322860603901866"
"321"," 9.791794188934897","45.412057815517656"
"322","10.080619564118022","46.023125065711554"
"323","10.052008055677611","45.890613914688636"
"324","10.133562600375090","45.949461221346851"
"325","10.037669302596456","45.959008733782497"
"326"," 9.954808058454070","45.915181411452139"
"327"," 9.836551095055144","45.809041124236174"
"328"," 9.963971376502261","45.823290962117916"
"329"," 9.677393402325611","45.271922957875560"
"330"," 9.788427437159250","45.319568068009495"
"331"," 9.667606642706499","45.369891291189383"
"332"," 9.482486965085835","45.247595527222970"
"333"," 9.448712087750689","45.331173335054501"
"334"," 9.377084218218481","45.258834028369577"
"335"," 9.542048550805969","45.397003520792154"
"336"," 9.384814026112354","45.882574512913735"
"337"," 9.392017932457168","45.711522211762635"
"338"," 9.149861491533201","45.016535154957509"
"339","10.264640630315272","45.169075510217155"
"340","10.357684474518599","45.149008889311638"
"341","10.232118172726802","45.234496745281085"
"342","10.370845833632371","45.078583418655832"
"343","10.127875909110735","45.242990379844976"
"344","10.450131440684748","45.121983395304433"
"345","10.027186172285324","45.303143585183982"
"346","10.140579454222026","45.814733837742736"
"347"," 9.926506551608306","45.696430147152299"
"348"," 9.655317791548535","45.502744660303307"
"349"," 9.292848069027318","45.821600247033849"
"350"," 9.487574711116151","45.589351148483772"
"351"," 9.423519565280625","45.797802645737448"
"352","10.259321350543262","45.307650800814237"
"353","10.228291536802912","45.387937021611741"
"354","10.124736772593781","45.522336935522311"
"355","10.203049569305296","45.465568337755833"
"356","10.241176064104943","45.548346745669363"
"357","10.055203683440835","45.417453587592000"
"358","10.151853451786385","45.613023600869155"
"359"," 9.914836965365351","45.363496512954114"
"360","10.159156269690170","45.882684387037258"
"361","10.175969103639710","45.749140987453757"
"362","10.204540934236196","45.681051478550508"
"363"," 9.911488348566950","45.764945916195174"
"364"," 9.792805277744224","45.716575537356384"
"365","10.016359554000454","45.741576362642924"
"366"," 9.626505805882712","45.434668258630381"
"367"," 9.519672698534542","45.494886072992244"
"368"," 9.234866956556633","45.932090662075538"
"369"," 9.409032035878836","45.638159915920461"
"370"," 9.354563938404825","45.570618307491387"
"371"," 9.509485098410716","45.663986725417423"
"372"," 9.632695857082103","45.606573826093431"
"373"," 9.625802289838218","45.695185428582057"
"374"," 9.570481968413567","45.852254676946572"
"375","10.078513497221733","45.355631839628430"
"376","10.018687918850835","45.626479278755440"
"377"," 9.875557649629048","45.306405538468077"
"378"," 9.921065707607999","45.475360172774579"
"379"," 9.433919244376666","45.434638316623285"
"380"," 9.219293419429077","45.864914067267527"
"381"," 9.135702451424649","45.909310570382566"
"382"," 9.570431039385788","45.553700371775193"
"383"," 9.722185225045454","45.654568401260811"
"384"," 9.745390748497542","45.565929229831774"
"385"," 9.839416565643225","45.637969749680920"
"386"," 9.621554044495133","45.777927071087085"
"387"," 9.474151900112316","45.856491706491838"
"388"," 9.529790577915488","45.941064726366989"
"389"," 9.628168727275128","45.962247929141633"
"390"," 9.878662850296172","45.420544487713777"
"391"," 9.966784995916001","45.414678277030582"
"392"," 9.823388368752859","45.478135083931512"
"393"," 9.876625381909490","45.555738668199524"
"394"," 9.994944675801614","45.542657624782535"
"395"," 9.926597678823905","45.612686012589087"
"396"," 9.732099815559913","45.782741054354609"
"397"," 9.756152902376970","45.852976745020996"
"398"," 9.412941729489143","46.019927375846819"
"399","10.045270046252210","45.485014788394174"
"400","10.485035686190054","44.991566345820374"
"401"," 8.719918819295801","45.941089961521492"
"402"," 9.529800001212436","46.382816549969505"
"403","10.189343182601004","46.575487520903089"
"404"," 8.730429617881086","45.294806160449170"
"405","10.731000000000000","44.989673582210727"
"406"," 8.970149998787567","45.926854174376999"
"407"," 9.183138955517066","46.019050788273098"
"408","10.532417690437248","45.537218695166466"
"409"," 9.393300000000002","46.416122444154631"
"410","10.570630873483500","45.082548256157438"
"411"," 9.359656062575098","46.269142117526201"
"412"," 9.188549998787565","46.230829091605344"
"413"," 9.326445980686646","46.171437133994779"
"414"," 9.385852436889826","46.100388790299967"
"415"," 9.282529529959870","46.230785213964808"
"416"," 9.223039665376307","46.160314141581303"
"417","10.215657461219026","46.138354736709694"
"418","10.306323745444210","46.131924182368024"
"419"," 9.876152286972776","46.016568919656059"
"420"," 8.706692963790150","45.707418562327575"
"421","10.400311759649012","45.478329817356567"
"422","11.056826965595342","44.998511692349403"
"423"," 9.338260080355191","45.043307953491755"
"424","10.398808384142921","45.263305104209188"
"425"," 9.302147135135522","45.998513728400468"
"426"," 9.378705842848687","45.953358554125622"
"427","10.557352753616362","45.474071565967314"
"428","10.649100001212435","45.538441781279680"
"429","10.558688873279113","45.599365847715092"
"430","10.456726996400942","45.575595693671097"
"431"," 9.519308694108597","46.127087551051410"
"432"," 9.611294244535955","46.112713570313652"
"433"," 9.488799533780833","46.062024563280829"
"434","10.048499999393785","46.551691503457477"
"435"," 9.480136404690969","46.290502005870287"
"436"," 9.258445574026767","45.423427322507877"
